Posted Date,Payee, Amount ,ABS Amount,Source,Bas-Lux,Category
6/13/25,Mykidsspending Saas,-25.00,25.00,usaa-chk,Luxury,Dining
6/13/25,QFC #5807                SEATTLE      WA,13.23,13.23,usaa-chk,Basic,Groceries
6/13/25,PCC - VIEW RIDGE         SEATTLE      WA,3.00,3.00,usaa-chk,Basic,Groceries
6/13/25,SQ *PEONY                gosq.com     WA,180.00,180.00,usaa-chk,Basic,Health & Medical
6/13/25,SQ *PEONY                gosq.com     WA,180.00,180.00,usaa-chk,Basic,Health & Medical
6/13/25,LIBRO.FM AUDIOBOOKS      413-206-9290 WA,16.54,16.54,usaa-chk,Luxury,Subscriptions / Digital
6/13/25,USAA Transfer,4000.00,"4,000.00",usaa-chk,Basic,Transfer
6/13/25,T-MOBILE PARK            206-6643185  WA,24.22,24.22,usaa-chk,Basic,Utilities
6/13/25,T-MOBILE PARK            206-6643185  WA,11.07,11.07,usaa-chk,Basic,Utilities
6/13/25,Psccu,-300.00,300.00,usaa-chk,Basic,Utilities
6/13/25,8020 Inc,86.63,86.63,usaa-chk,Luxury,Van
6/12/25,TST*EL CAMION - SAND POI Seattle      WA,22.81,22.81,usaa-chk,Luxury,Dining
6/12/25,MDSEELIG                 MDSEELIG.COM WA,18.00,18.00,usaa-chk,Basic,Health & Medical
6/12/25,GRAINGER                 800-4724643  IL,72.38,72.38,usaa-chk,Basic,Home & Garden
6/12/25,HARBOR FREIGHT TOOLS 377 SEATTLE      WA,8.82,8.82,usaa-chk,Basic,Home & Garden
6/12/25,TACOMA SCREW PRODUCTS INCSEATTLE      WA,3.76,3.76,usaa-chk,Basic,Home & Garden
6/12/25,HEALTHY PAWS PET INSUR   855-898-8991 GA,118.98,118.98,usaa-chk,Luxury,Insurance
6/11/25,PAYPAL *DROPPS           402-935-7733 IL,34.95,34.95,usaa-chk,Basic,Groceries
6/11/25,Alain Bellem,-150.00,150.00,usaa-chk,Luxury,Home & Garden
6/11/25,APPLE.COM/BILL           866-712-7753 CA,9.99,9.99,usaa-chk,Luxury,Subscriptions / Digital
6/10/25,SPO*BYREK&BAGUETTE       SEATTLE      WA,17.59,17.59,usaa-chk,Luxury,Dining
6/10/25,VIETLICIOUS              SEATTLE      WA,15.90,15.90,usaa-chk,Luxury,Dining
6/10/25,SMITH BROTHERS FARMS     877-6455626  WA,37.52,37.52,usaa-chk,Basic,Groceries
6/10/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
6/9/25,TST*BOMBAY BURGER        Seattle      WA,22.52,22.52,usaa-chk,Luxury,Dining
6/9/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,21.81,21.81,usaa-chk,Luxury,Dining
6/9/25,WHOLEFDS MBD #10630      SEATTLE      WA,10.45,10.45,usaa-chk,Basic,Groceries
6/9/25,SP PUREFORYOU            PUREFORYOU.COUT,166.85,166.85,usaa-chk,Basic,Health & Medical
6/9/25,INTEGRITY ENERGY SYSTEM  425-4194676  WA,495.47,495.47,usaa-chk,Basic,Home & Garden
6/9/25,PROGRESSIVE *INSURANCE   800-776-4737 OH,378.25,378.25,usaa-chk,Basic,Insurance
6/9/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
6/9/25,EXPEDIA 73119260004408   EXPEDIA.COM  WA,-355.12,355.12,usaa-chk,Luxury,Travel
6/9/25,EXPEDIA 73119260004408   EXPEDIA.COM  WA,-428.68,428.68,usaa-chk,Luxury,Travel
6/8/25,HEALTHY PAWS PET INSUR   855-898-8991 GA,43.71,43.71,usaa-chk,Luxury,Insurance
6/8/25,LAURELHURST BEACH CLUB   206-5242010  WA,852.01,852.01,usaa-chk,Luxury,Membership
6/7/25,76 - VILLAGE MARKET 76   SEATTLE      WA,89.57,89.57,usaa-chk,Basic,Auto
6/7/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,11.74,11.74,usaa-chk,Luxury,Dining
6/7/25,TST*BOMBAY BURGER        Seattle      WA,6.51,6.51,usaa-chk,Luxury,Dining
6/7/25,WHOLEFDS RSQ 10103       SEATTLE      WA,109.66,109.66,usaa-chk,Basic,Groceries
6/7/25,METROPOLITAN MKT 15      SEATTLE      WA,42.50,42.50,usaa-chk,Basic,Groceries
6/7/25,WHOLEFDS MBD #10630      SEATTLE      WA,17.30,17.30,usaa-chk,Basic,Groceries
6/7/25,WHOLEFDS MBD #10630      SEATTLE      WA,10.78,10.78,usaa-chk,Basic,Groceries
6/7/25,WHOLEFDS MBD #10630      SEATTLE      WA,9.61,9.61,usaa-chk,Basic,Groceries
6/7/25,INUA GROUP               WWW.INUA.GROUMT,200.00,200.00,usaa-chk,Basic,Health & Medical
6/7/25,SQ *PEONY                gosq.com     WA,180.00,180.00,usaa-chk,Basic,Health & Medical
6/7/25,THE HOME DEPOT #4706     SEATTLE      WA,198.00,198.00,usaa-chk,Basic,Home & Garden
6/7/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
6/7/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
6/7/25,UW PAY BY PHONE          SEATTLE      WA,6.91,6.91,usaa-chk,Basic,Parking
6/7/25,APPLE.COM/BILL           866-712-7753 CA,5.51,5.51,usaa-chk,Luxury,Subscriptions / Digital
6/6/25,Interest on Cash Advances,21.35,21.35,usaa-chk,Luxury,Bank Fees
6/6/25,Mykidsspending Saas,-25.00,25.00,usaa-chk,Luxury,Dining
6/5/25,VIETLICIOUS              SEATTLE      WA,14.33,14.33,usaa-chk,Luxury,Dining
6/5/25,UW FOOD SERVICES         SEATTLE      WA,12.99,12.99,usaa-chk,Luxury,Dining
6/5/25,SQ *PEONY                gosq.com     WA,180.00,180.00,usaa-chk,Basic,Health & Medical
6/5/25,Ubs Bank Loan Payment,-5069.03,"5,069.03",usaa-chk,Basic,Mortgage
6/4/25,TESLA SUBSCRIPTION US    PALO ALTO    CA,11.02,11.02,usaa-chk,Basic,Auto
6/4/25,TST*BOMBAY BURGER        Seattle      WA,12.51,12.51,usaa-chk,Luxury,Dining
6/4/25,SQ *FRED HUTCH CANCER CENSeattle      WA,4.00,4.00,usaa-chk,Basic,Health & Medical
6/3/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,10.00,10.00,usaa-chk,Luxury,Dining
6/3/25,SMITH BROTHERS FARMS     877-6455626  WA,17.95,17.95,usaa-chk,Basic,Groceries
6/3/25,HOTWIRE REFRIGERATION    info.hotwire.WA,252.14,252.14,usaa-chk,Basic,Home & Garden
6/3/25,Transamerica Premium,-60.34,60.34,usaa-chk,Basic,Insurance
6/3/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
6/3/25,Lucillia,-350.00,350.00,usaa-chk,Luxury,Professional
6/2/25,NORTH LAKE MARINA        425-487-2676 WA,70.00,70.00,usaa-chk,Luxury,Boat
6/2/25,DD *DOORDASH NOITHAICU   DOORDASH.COM CA,107.49,107.49,usaa-chk,Luxury,Dining
6/2/25,DD *DOORDASH NOITHAICU   DOORDASH.COM CA,69.29,69.29,usaa-chk,Luxury,Dining
6/2/25,THE GRATEFUL BREAD       SEATTLE      WA,12.64,12.64,usaa-chk,Luxury,Dining
6/2/25,Mykidsspending Saas,-25.00,25.00,usaa-chk,Luxury,Dining
6/2/25,Mykidsspending Saas,-25.00,25.00,usaa-chk,Luxury,Dining
6/2/25,WHOLEFDS MBD #10630      SEATTLE      WA,17.19,17.19,usaa-chk,Basic,Groceries
6/2/25,GADGET REHAB             SEATTLE      WA,82.77,82.77,usaa-chk,Basic,hardware technology
6/2/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
6/2/25,MUD BAY UNIVERSITY VILLAGSEATTLE      WA,124.67,124.67,usaa-chk,Luxury,Pets
6/2/25,Hulu                     877-8244858  CA,23.15,23.15,usaa-chk,Luxury,Subscriptions / Digital
6/2/25,WA PARKSRESERVATIONSWEB  398293706httpWA,110.00,110.00,usaa-chk,Luxury,Travel
6/2/25,WA PARKSRESERVATIONSWEB  948760235httpWA,82.00,82.00,usaa-chk,Luxury,Travel
6/2/25,Homestreet Bank,-40.00,40.00,usaa-chk,Basic,UNKNOWN
6/2/25,PAYPAL *WHITE TOP A WHITE4029357733   CA,35.00,35.00,usaa-chk,Luxury,Van
6/1/25,CARILLON POINT PARKING   KIRKLAND     WA,6.00,6.00,usaa-chk,Basic,Auto
6/1/25,SQ *JUNI VINTAGE         Seattle      WA,54.95,54.95,usaa-chk,Luxury,Dining
6/1/25,COSTCO *ANNUAL RENEWAL   800-774-2678 WA,130.00,130.00,usaa-chk,Basic,Home & Garden
6/1/25,GOOGLE *CLOUD wB3WJ7     g.co/HelpPay#CA,0.01,0.01,usaa-chk,Luxury,Professional
6/1/25,SQ *SOUTH LAKE UNION FRESSeattle      WA,15.20,15.20,usaa-chk,Luxury,Dining
5/31/25,WSDOT-GOODTOGO ONLINE    RENTON       WA,100.00,100.00,usaa-chk,Basic,Auto
5/31/25,CHILI'S DELI             SEATTLE      WA,39.05,39.05,usaa-chk,Luxury,Dining
5/31/25,THE GRATEFUL BREAD       SEATTLE      WA,14.50,14.50,usaa-chk,Luxury,Dining
5/31/25,COSTCO BY INSTACART      WWW.COSTCO.COWA,381.72,381.72,usaa-chk,Basic,Groceries
5/31/25,SDOT PAYBYPHONE PARKING  2066845260   WA,5.63,5.63,usaa-chk,Basic,Parking
5/31/25,ADOBE Adobe Systems SAN JOSE            CA,463.34,463.34,usaa-chk,Luxury,Subscriptions / Digital
5/30/25,CHEVRON 0097258          SEATTLE      WA,76.34,76.34,usaa-chk,Basic,Auto
5/30/25,DD *DOORDASH DINGFELDE   DOORDASH.COM CA,33.75,33.75,usaa-chk,Luxury,Dining
5/30/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,30.60,30.60,usaa-chk,Luxury,Dining
5/30/25,TPD WEDGWOOD 103         SEATTLE      WA,7.46,7.46,usaa-chk,Basic,Dining
5/30/25,TPD WEDGWOOD 103         SEATTLE      WA,4.21,4.21,usaa-chk,Basic,Dining
5/30/25,APPLE.COM/BILL           866-712- CREDIT,-3.85,3.85,usaa-chk,Basic,hardware technology
5/30/25,SQ *PEONY                gosq.com     WA,180.00,180.00,usaa-chk,Basic,Health & Medical
5/30/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
5/29/25,KATSU BURGER & BAR       SEATTLE      WA,20.86,20.86,usaa-chk,Luxury,Dining
5/29/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,10.21,10.21,usaa-chk,Luxury,Dining
5/29/25,WHOLEFDS MBD #10630      SEATTLE      WA,11.02,11.02,usaa-chk,Basic,Groceries
5/29/25,SQ *PEONY                gosq.com     WA,180.00,180.00,usaa-chk,Basic,Health & Medical
5/29/25,Bella Bikowsky,-200.00,200.00,usaa-chk,Basic,Health & Medical
5/29/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.68,18.68,usaa-chk,Basic,Parking
5/29/25,HP *INSTANT INK          855-785-2777 CA,8.82,8.82,usaa-chk,Luxury,Professional
5/29/25,QUANTUM FIBER            833-250-6306 LA,75.00,75.00,usaa-chk,Basic,Utilities
5/28/25,WA VEHICLE LICENSING     360-902-7470 WA,127.72,127.72,usaa-chk,Basic,Auto
5/28/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,10.00,10.00,usaa-chk,Luxury,Dining
5/28/25,UWAJIMAYA SEATTLE        SEATTLE      WA,182.78,182.78,usaa-chk,Basic,Groceries
5/28/25,Membership,195.00,195.00,usaa-chk,Luxury,Membership
5/28/25,"ParkWhiz, Inc.           Chicago      IL",20.98,20.98,usaa-chk,Basic,Parking
5/28/25,Spotify USA              877-7781161  NY,22.06,22.06,usaa-chk,Luxury,Subscriptions / Digital
5/27/25,STARBUCKS STORE 02958    SEATTLE      WA,22.95,22.95,usaa-chk,Luxury,Dining
5/27/25,WWW.SWEETGREEN.COM       162-65874164 CA,21.96,21.96,usaa-chk,Luxury,Dining
5/27/25,SQ *CAPITOL HILL - WESTMASeattle      WA,16.28,16.28,usaa-chk,Luxury,Dining
5/27/25,Mykidsspending Saas,-25.00,25.00,usaa-chk,Luxury,Dining
5/27/25,Mykidsspending Saas,-25.00,25.00,usaa-chk,Luxury,Dining
5/27/25,SMITH BROTHERS FARMS     877-6455626  WA,37.52,37.52,usaa-chk,Basic,Groceries
5/27/25,WHOLEFDS MBD #10630      SEATTLE      WA,16.99,16.99,usaa-chk,Basic,Groceries
5/27/25,Amazon.com*NN5O80NT1     Amzn.com/billWA,22.80,22.80,usaa-chk,Basic,Home & Garden
5/27/25,AMAZON MKTPL*NN6730OD0   Amzn.com/billWA,11.23,11.23,usaa-chk,Basic,Home & Garden
5/27/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
5/27/25,EXPEDIA 73119260004408   EXPEDIA.COM  WA,783.80,783.80,usaa-chk,Luxury,Travel
5/26/25,WA VEHICLE LICENSING     360-902-7470 WA,251.58,251.58,usaa-chk,Basic,Auto
5/26/25,CHEVRON 0097258          SEATTLE      WA,92.69,92.69,usaa-chk,Basic,Auto
5/26/25,DD *DOORDASH NOITHAICU   DOORDASH.COM CA,95.98,95.98,usaa-chk,Luxury,Dining
5/25/25,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,-20000.00,"20,000.00",usaa-chk,Basic,Credit Card Payment
5/25/25,TACO BELL 031340         REDMOND      WA,9.03,9.03,usaa-chk,Luxury,Dining
5/25/25,METROPOLITAN MKT 15      SEATTLE      WA,46.56,46.56,usaa-chk,Basic,Groceries
5/24/25,QFC #5838                KIRKLAND     WA,13.97,13.97,usaa-chk,Basic,Groceries
5/24/25,"KYOTO ARTS, LLC          SEATTLE      WA",88.28,88.28,usaa-chk,Basic,Home & Garden
5/23/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,17.38,17.38,usaa-chk,Luxury,Dining
5/23/25,SQ *PEONY                gosq.com     WA,180.00,180.00,usaa-chk,Basic,Health & Medical
5/23/25,KENMORE CAMERA           KENMORE      WA,44.03,44.03,usaa-chk,Luxury,Home & Garden
5/23/25,AMAZON PRIME*NZ74Z5X60   Amzn.com/billWA,2.20,2.20,usaa-chk,Basic,Home & Garden
5/23/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
5/23/25,UW PAY BY PHONE          SEATTLE      WA,6.91,6.91,usaa-chk,Basic,Parking
5/23/25,APPLE.COM/BILL           866-712-7753 CA,20.00,20.00,usaa-chk,Luxury,Subscriptions / Digital
5/23/25,APPLE.COM/BILL           866-712-7753 CA,9.89,9.89,usaa-chk,Luxury,Subscriptions / Digital
5/22/25,STARBUCKS STORE 02810    SEATTLE      WA,16.57,16.57,usaa-chk,Luxury,Dining
5/22/25,TST*GRAIN HOUSE - SEATTL Seattle      WA,14.89,14.89,usaa-chk,Luxury,Dining
5/22/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,10.76,10.76,usaa-chk,Luxury,Dining
5/22/25,Mykidsspending Saas,-25.00,25.00,usaa-chk,Luxury,Dining
5/22/25,Mykidsspending Saas,-25.00,25.00,usaa-chk,Luxury,Dining
5/22/25,MYKIDSSPENDING.C WK4051295  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
5/22/25,MYKIDSSPENDING.C WK4051296  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
5/22/25,ANCHORHEAD COFFEE -,,10.76,usaa-chk,Luxury,Dining
5/22/25,GRAIN HOUSE - SEATTL,,14.89,usaa-chk,Luxury,Dining
5/22/25,STARBUCKS STORE 02810,,16.57,usaa-chk,Luxury,Dining
5/22/25,COSTCO BY INSTACART      WWW.COSTCO.COWA,292.14,292.14,usaa-chk,Basic,Groceries
5/22/25,WHOLEFDS MBD #10630      SEATTLE      WA,16.53,16.53,usaa-chk,Basic,Groceries
5/22/25,COSTCO BY INSTACART,,0.00,usaa-chk,Basic,Groceries
5/22/25,WHOLEFDS MBD #10630,,16.53,usaa-chk,Basic,Groceries
5/22/25,COSTCO BY INSTACART,,419.09,usaa-chk,Basic,Groceries
5/22/25,SQ *PEONY                gosq.com     WA,180.00,180.00,usaa-chk,Basic,Health & Medical
5/22/25,SQ *PEONY,,180.00,usaa-chk,Basic,Health & Medical
5/22/25,"TONAL SYSTEMS, INC       TONAL.COM    CA",66.15,66.15,usaa-chk,Luxury,Membership
5/22/25,"TONAL SYSTEMS, INC",,66.15,usaa-chk,Luxury,Membership
5/22/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
5/22/25,PAYBYPHONE DIAMOND PARKIN,,18.48,usaa-chk,Basic,Parking
5/21/25,SQ *CAPITOL HILL - WESTMASeattle      WA,18.72,18.72,usaa-chk,Luxury,Dining
5/21/25,SQ *SEATTLE GRAND CENTRALSeattle      WA,18.70,18.70,usaa-chk,Luxury,Dining
5/21/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,10.00,10.00,usaa-chk,Luxury,Dining
5/21/25,DELAURENTI ITALIAN  INTERSEATTLE      WA,5.78,5.78,usaa-chk,Luxury,Dining
5/21/25,ANCHORHEAD COFFEE -,,10.00,usaa-chk,Luxury,Dining
5/21/25,"SQ *TINY'S ORGANIC, LL",,11.04,usaa-chk,Luxury,Dining
5/21/25,SQ *CAPITOL HILL - WES,,16.28,usaa-chk,Luxury,Dining
5/21/25,SQ *SEATTLE GRAND CENT,,18.70,usaa-chk,Luxury,Dining
5/21/25,"SQ *TINY'S ORGANIC, LLC  Seattle      WA",11.04,11.04,usaa-chk,Basic,Groceries
5/21/25,DeLaurenti Food & Wine,,5.78,usaa-chk,Luxury,Groceries
5/21/25,THE HOME DEPOT #4706     SEATTLE      WA,55.13,55.13,usaa-chk,Basic,Home & Garden
5/21/25,TWEEDY & POPP HDWE AT UW SEATTLE      WA,9.48,9.48,usaa-chk,Basic,Home & Garden
5/21/25,TWEEDY & POPP HDWE AT,,9.48,usaa-chk,Basic,Home & Garden
5/21/25,THE HOME DEPOT #4706,,55.13,usaa-chk,Basic,Home & Garden
5/21/25,DIAMOND PARKING SERVICES 509-295-6490 WA,76.50,76.50,usaa-chk,Basic,Parking
5/21/25,"ParkWhiz, Inc.           Chicago      IL",20.98,20.98,usaa-chk,Basic,Parking
5/21/25,"ParkWhiz, Inc.",,20.98,usaa-chk,Basic,Parking
5/20/25,SMITH BROTHERS FARMS     877-6455626  WA,22.44,22.44,usaa-chk,Basic,Groceries
5/20/25,WHOLEFDS MBD #10630      SEATTLE      WA,16.86,16.86,usaa-chk,Basic,Groceries
5/20/25,WHOLEFDS MBD #10630      SEATTLE      WA,14.47,14.47,usaa-chk,Basic,Groceries
5/20/25,WHOLEFDS MBD #10630      SEATTLE      WA,13.54,13.54,usaa-chk,Basic,Groceries
5/20/25,WHOLEFDS MBD #10630      SEATTLE      WA,,13.54,usaa-chk,Basic,Groceries
5/20/25,WHOLEFDS MBD #10630      SEATTLE      WA,,14.47,usaa-chk,Basic,Groceries
5/20/25,WHOLEFDS MBD #10630      SEATTLE      WA,,16.86,usaa-chk,Basic,Groceries
5/20/25,SMITH BROTHERS FARMS     877-6455626  WA,,22.44,usaa-chk,Basic,Groceries
5/20/25,VENMO            PAYMENT    ***********1610,-350.00,350.00,usaa-chk,Luxury,Housekeeper
5/20/25,DIAMOND PARKING SERVIC,,76.50,usaa-chk,Basic,Parking
5/20/25,LUFTHAN     2204087702866NEW YORK     NY,810.00,810.00,usaa-chk,Luxury,Travel
5/20/25,CL *TRIPCHARGES          TRIPCHRG.COM VA,693.52,693.52,usaa-chk,Luxury,Travel
5/20/25,CL *TRIPCHARGES          TRIPCHRG.COM VA,,693.52,usaa-chk,Luxury,Travel
5/20/25,lufthansa.com,,810.00,usaa-chk,Luxury,Travel
5/19/25,CHEVRON 0097258          SEATTLE      WA,81.95,81.95,usaa-chk,Basic,Auto
5/19/25,CHEVRON 0097258          SEATTLE      WA,,81.95,usaa-chk,Basic,Auto
5/19/25,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,-3000.00,"3,000.00",usaa-chk,Basic,Credit Card Payment
5/19/25,USAA CREDIT CARD PAYMENT,-3000.00,"3,000.00",usaa-chk,Basic,Credit Card Payment
5/19/25,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,,0.00,usaa-chk,Basic,Credit Card Payment
5/19/25,TST* ROUGH & TUMBLE PUB  SEATTLE      WA,90.00,90.00,usaa-chk,Luxury,Dining
5/19/25,THE GRATEFUL BREAD       SEATTLE      WA,41.09,41.09,usaa-chk,Luxury,Dining
5/19/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,29.19,29.19,usaa-chk,Luxury,Dining
5/19/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,29.19,usaa-chk,Luxury,Dining
5/19/25,THE GRATEFUL BREAD       SEATTLE      WA,,41.09,usaa-chk,Luxury,Dining
5/19/25,TST* ROUGH & TUMBLE PUB  SEATTLE      WA,,90.00,usaa-chk,Luxury,Dining
5/19/25,VENMO            PAYMENT    ***********1231,-1199.58,"1,199.58",usaa-chk,Luxury,Gardener
5/19/25,METROPOLITAN MKT 15      SEATTLE      WA,64.29,64.29,usaa-chk,Basic,Groceries
5/19/25,METROPOLITAN MKT 15      SEATTLE      WA,,64.29,usaa-chk,Basic,Groceries
5/19/25,SWANSONS NURSERY 2       SEATTLE      WA,82.72,82.72,usaa-chk,Basic,Home & Garden
5/19/25,SWANSONS NURSERY 2       SEATTLE      WA,,82.72,usaa-chk,Basic,Home & Garden
5/19/25,PROG DIRECT INS  INS PREM   ***********Jude,-89.51,89.51,usaa-chk,Basic,Insurance
5/19/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
5/19/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,18.48,usaa-chk,Basic,Parking
5/19/25,KATTERMANS SAND POINT PHASEATTLE      WA,9.30,9.30,usaa-chk,Basic,Pharmacy
5/19/25,KATTERMANS SAND POINT PHASEATTLE      WA,,9.30,usaa-chk,Basic,Pharmacy
5/18/25,"ETSY, INC.               718-8557955  NY",369.67,369.67,usaa-chk,Luxury,Clothing
5/18/25,SP STUDIORA BOUTIQUE     120-67172131 WA,110.24,110.24,usaa-chk,Luxury,Clothing
5/18/25,SP STUDIORA BOUTIQUE     120-67172131 WA,,110.24,usaa-chk,Luxury,Clothing
5/18/25,"ETSY, INC.               718-8557955  NY",,369.67,usaa-chk,Luxury,Clothing
5/18/25,PAGLIACCI SAND POINT     206-726-1717 WA,144.70,144.70,usaa-chk,Luxury,Dining
5/18/25,PAGLIACCI SAND POINT     206-726-1717 WA,,144.70,usaa-chk,Luxury,Dining
5/18/25,GLAZER'S CAMERA          SEATTLE      WA,1595.61,"1,595.61",usaa-chk,Basic,Extracirricular
5/18/25,GLAZER'S CAMERA          SEATTLE      WA,,"1,595.61",usaa-chk,Basic,Extracirricular
5/18/25,METROPOLITAN MKT 15      SEATTLE      WA,40.97,40.97,usaa-chk,Basic,Groceries
5/18/25,SQ *PROCTOR FARMERS MARKESeattle      WA,13.00,13.00,usaa-chk,Basic,Groceries
5/18/25,SQ *PROCTOR FARMERS MARKESeattle      WA,,13.00,usaa-chk,Basic,Groceries
5/18/25,METROPOLITAN MKT 15      SEATTLE      WA,,40.97,usaa-chk,Basic,Groceries
5/18/25,AMAZON PRIME PMTS amzn.com/bill W CREDIT,-3.30,3.30,usaa-chk,Basic,Home & Garden
5/18/25,AMAZON PRIME PMTS Amzn.com/bill W CREDIT,-16.54,16.54,usaa-chk,Basic,Home & Garden
5/18/25,AMAZON PRIME PMTS        Amzn.com/billWA,,0.00,usaa-chk,Basic,Home & Garden
5/18/25,AMAZON PRIME PMTS        amzn.com/billWA,,0.00,usaa-chk,Basic,Home & Garden
5/18/25,APPLE.COM/BILL           866-712-7753 CA,11.02,11.02,usaa-chk,Luxury,Subscriptions / Digital
5/18/25,APPLE.COM/BILL           866-712-7753 CA,,11.02,usaa-chk,Luxury,Subscriptions / Digital
5/16/25,NORTH LAKE MARINA        425-487-2676 WA,70.00,70.00,usaa-chk,Luxury,Boat
5/16/25,NORTH LAKE MARINA        425-487-2676 WA,,70.00,usaa-chk,Luxury,Boat
5/16/25,CHIPOTLE 1364            BELLEVUE     WA,27.49,27.49,usaa-chk,Luxury,Dining
5/16/25,CHAPULIN OAXAQUENO LLC   SEATTLE      WA,16.50,16.50,usaa-chk,Luxury,Dining
5/16/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,12.37,12.37,usaa-chk,Luxury,Dining
5/16/25,TST*BOMBAY BURGER        Seattle      WA,6.26,6.26,usaa-chk,Luxury,Dining
5/16/25,MYKIDSSPENDING.C WK4033611  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
5/16/25,TST*BOMBAY BURGER        Seattle      WA,,6.26,usaa-chk,Luxury,Dining
5/16/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,12.37,usaa-chk,Luxury,Dining
5/16/25,CHAPULIN OAXAQUENO LLC   SEATTLE      WA,,16.50,usaa-chk,Luxury,Dining
5/16/25,CHIPOTLE 1364            BELLEVUE     WA,,27.49,usaa-chk,Luxury,Dining
5/16/25,APNA BAZAR BELLEVUE      BELLEVUE     WA,34.00,34.00,usaa-chk,Basic,Groceries
5/16/25,WHOLEFDS MBD #10630      SEATTLE      WA,14.37,14.37,usaa-chk,Basic,Groceries
5/16/25,WHOLEFDS MBD #10630      SEATTLE      WA,,14.37,usaa-chk,Basic,Groceries
5/16/25,APNA BAZAR BELLEVUE      BELLEVUE     WA,,34.00,usaa-chk,Basic,Groceries
5/16/25,SQ *PEONY                gosq.com     WA,180.00,180.00,usaa-chk,Basic,Health & Medical
5/16/25,sound medicine   sound medi ***********V2P5,-255.00,255.00,usaa-chk,Basic,Health & Medical
5/16/25,SQ *PEONY                gosq.com     WA,,180.00,usaa-chk,Basic,Health & Medical
5/16/25,INTEREST PAID,0.03,0.03,usaa-chk,Luxury,Interest Income
5/16/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,18.48,18.48,usaa-chk,Basic,Parking
5/16/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,18.48,usaa-chk,Basic,Parking
5/16/25,MUD BAY UNIVERSITY VILLAGSEATTLE      WA,24.26,24.26,usaa-chk,Luxury,Pets
5/16/25,MUD BAY UNIVERSITY VILLAGSEATTLE      WA,,24.26,usaa-chk,Luxury,Pets
5/16/25,APPLE.COM/BILL           866-712-7753 CA,3.85,3.85,usaa-chk,Luxury,Subscriptions / Digital
5/16/25,APPLE.COM/BILL           866-712-7753 CA,,3.85,usaa-chk,Luxury,Subscriptions / Digital
5/15/25,PAYPAL *ETSY INC         4029357733   CA,,5.62,usaa-chk,Luxury,Clothing
5/15/25,AMEX EPAYMENT    ACH PMT    ***********8820,-2204.90,"2,204.90",usaa-chk,Basic,Credit Card Payment
5/15/25,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,,0.00,usaa-chk,Basic,Credit Card Payment
5/15/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,10.00,usaa-chk,Luxury,Dining
5/15/25,SQ *CAPITOL HILL - WESTMASeattle      WA,,13.52,usaa-chk,Luxury,Dining
5/15/25,THE GRATEFUL BREAD       SEATTLE      WA,,52.91,usaa-chk,Luxury,Dining
5/15/25,SQ *PEONY                gosq.com     WA,,180.00,usaa-chk,Basic,Health & Medical
